Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011566 | lrm: 1.00 | dt: 18850ms | tok/sec: 6,953 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00907 (61.8%) | loss: 3.103580 | lrm: 0.51 | dt: 225ms | tok/sec: 583,450 | mfu: 16.3% | epoch: 1 | remaining: 114s    
step 00908 (61.8%) | loss: 3.097938 | lrm: 0.51 | dt: 222ms | tok/sec: 590,601 | mfu: 16.5% | epoch: 1 | remaining: 114s    
step 00909 (61.9%) | loss: 3.096234 | lrm: 0.51 | dt: 220ms | tok/sec: 595,572 | mfu: 16.7% | epoch: 1 | remaining: 114s    
step 00910 (62.0%) | loss: 3.095148 | lrm: 0.51 | dt: 220ms | tok/sec: 596,952 | mfu: 16.7% | epoch: 1 | remaining: 114s    
step 00911 (62.1%) | loss: 3.095118 | lrm: 0.51 | dt: 220ms | tok/sec: 594,954 | mfu: 16.6% | epoch: 1 | remaining: 114s    
step 00912 (62.1%) | loss: 3.094821 | lrm: 0.50 | dt: 217ms | tok/sec: 604,688 | mfu: 16.9% | epoch: 1 | remaining: 113s    
step 00913 (62.2%) | loss: 3.099028 | lrm: 0.50 | dt: 216ms | tok/sec: 606,419 | mfu: 17.0% | epoch: 1 | remaining: 113s    
step 00914 (62.3%) | loss: 3.099301 | lrm: 0.50 | dt: 224ms | tok/sec: 584,283 | mfu: 16.3% | epoch: 1 | remaining: 113s    
step 00915 (62.4%) | loss: 3.095928 | lrm: 0.50 | dt: 217ms | tok/sec: 603,162 | mfu: 16.9% | epoch: 1 | remaining: 113s    
step 00916 (62.4%) | loss: 3.093651 | lrm: 0.50 | dt: 206ms | tok/sec: 637,118 | mfu: 17.8% | epoch: 1 | remaining: 113s    
step 00917 (62.5%) | loss: 3.096163 | lrm: 0.50 | dt: 205ms | tok/sec: 640,588 | mfu: 17.9% | epoch: 1 | remaining: 112s    
step 00918 (62.6%) | loss: 3.089150 | lrm: 0.50 | dt: 211ms | tok/sec: 621,916 | mfu: 17.4% | epoch: 1 | remaining: 112s    
step 00919 (62.6%) | loss: 3.093411 | lrm: 0.50 | dt: 212ms | tok/sec: 617,902 | mfu: 17.3% | epoch: 1 | remaining: 112s    
step 00920 (62.7%) | loss: 3.093798 | lrm: 0.50 | dt: 207ms | tok/sec: 634,607 | mfu: 17.8% | epoch: 1 | remaining: 112s    
step 00921 (62.8%) | loss: 3.093449 | lrm: 0.50 | dt: 213ms | tok/sec: 615,437 | mfu: 17.2% | epoch: 1 | remaining: 111s    
step 00922 (62.8%) | loss: 3.099266 | lrm: 0.50 | dt: 208ms | tok/sec: 630,367 | mfu: 17.6% | epoch: 1 | remaining: 111s    
step 00923 (62.9%) | loss: 3.097770 | lrm: 0.49 | dt: 211ms | tok/sec: 621,878 | mfu: 17.4% | epoch: 1 | remaining: 111s    
step 00924 (63.0%) | loss: 3.100109 | lrm: 0.49 | dt: 211ms | tok/sec: 621,824 | mfu: 17.4% | epoch: 1 | remaining: 111s    
step 00925 (63.1%) | loss: 3.099676 | lrm: 0.49 | dt: 205ms | tok/sec: 640,914 | mfu: 17.9% | epoch: 1 | remaining: 111s    
step 00926 (63.1%) | loss: 3.105462 | lrm: 0.49 | dt: 202ms | tok/sec: 649,398 | mfu: 18.2% | epoch: 1 | remaining: 110s    
step 00927 (63.2%) | loss: 3.100337 | lrm: 0.49 | dt: 205ms | tok/sec: 640,664 | mfu: 17.9% | epoch: 1 | remaining: 110s    
step 00928 (63.3%) | loss: 3.090086 | lrm: 0.49 | dt: 216ms | tok/sec: 605,650 | mfu: 16.9% | epoch: 1 | remaining: 110s    
step 00929 (63.3%) | loss: 3.089111 | lrm: 0.49 | dt: 223ms | tok/sec: 587,054 | mfu: 16.4% | epoch: 1 | remaining: 110s    
step 00930 (63.4%) | loss: 3.083680 | lrm: 0.49 | dt: 221ms | tok/sec: 591,775 | mfu: 16.6% | epoch: 1 | remaining: 110s    
step 00931 (63.5%) | loss: 3.084885 | lrm: 0.49 | dt: 216ms | tok/sec: 607,911 | mfu: 17.0% | epoch: 1 | remaining: 109s    
step 00932 (63.5%) | loss: 3.081080 | lrm: 0.49 | dt: 217ms | tok/sec: 602,990 | mfu: 16.9% | epoch: 1 | remaining: 109s    
step 00933 (63.6%) | loss: 3.082947 | lrm: 0.49 | dt: 218ms | tok/sec: 600,889 | mfu: 16.8% | epoch: 1 | remaining: 109s    
step 00934 (63.7%) | loss: 3.074999 | lrm: 0.48 | dt: 217ms | tok/sec: 604,054 | mfu: 16.9% | epoch: 1 | remaining: 109s    
step 00935 (63.8%) | loss: 3.078185 | lrm: 0.48 | dt: 215ms | tok/sec: 609,283 | mfu: 17.0% | epoch: 1 | remaining: 108s    
step 00936 (63.8%) | loss: 3.079070 | lrm: 0.48 | dt: 221ms | tok/sec: 594,322 | mfu: 16.6% | epoch: 1 | remaining: 108s    
step 00937 (63.9%) | loss: 3.087566 | lrm: 0.48 | dt: 219ms | tok/sec: 598,712 | mfu: 16.7% | epoch: 1 | remaining: 108s    
step 00938 (64.0%) | loss: 3.091598 | lrm: 0.48 | dt: 215ms | tok/sec: 611,016 | mfu: 17.1% | epoch: 1 | remaining: 108s    
step 00939 (64.1%) | loss: 3.083811 | lrm: 0.48 | dt: 213ms | tok/sec: 616,279 | mfu: 17.2% | epoch: 1 | remaining: 108s    
step 00940 (64.1%) | loss: 3.079263 | lrm: 0.48 | dt: 204ms | tok/sec: 643,614 | mfu: 18.0% | epoch: 1 | remaining: 107s    
step 00941 (64.2%) | loss: 3.083368 | lrm: 0.48 | dt: 203ms | tok/sec: 644,351 | mfu: 18.0% | epoch: 1 | remaining: 107s    
step 00942 (64.3%) | loss: 3.089198 | lrm: 0.48 | dt: 205ms | tok/sec: 637,898 | mfu: 17.8% | epoch: 1 | remaining: 107s    
step 00943 (64.3%) | loss: 3.078522 | lrm: 0.48 | dt: 204ms | tok/sec: 643,983 | mfu: 18.0% | epoch: 1 | remaining: 107s    
step 00944 (64.4%) | loss: 3.076386 | lrm: 0.47 | dt: 206ms | tok/sec: 636,307 | mfu: 17.8% | epoch: 1 | remaining: 107s    
step 00945 (64.5%) | loss: 3.075385 | lrm: 0.47 | dt: 204ms | tok/sec: 643,911 | mfu: 18.0% | epoch: 1 | remaining: 106s    
step 00946 (64.5%) | loss: 3.077129 | lrm: 0.47 | dt: 203ms | tok/sec: 644,939 | mfu: 18.0% | epoch: 1 | remaining: 106s    
step 00947 (64.6%) | loss: 3.071653 | lrm: 0.47 | dt: 206ms | tok/sec: 635,869 | mfu: 17.8% | epoch: 1 | remaining: 106s    
step 00948 (64.7%) | loss: 3.076606 | lrm: 0.47 | dt: 204ms | tok/sec: 641,484 | mfu: 17.9% | epoch: 1 | remaining: 106s    
step 00949 (64.7%) | loss: 3.082491 | lrm: 0.47 | dt: 206ms | tok/sec: 636,962 | mfu: 17.8% | epoch: 1 | remaining: 106s    
step 00950 (64.8%) | loss: 3.078143 | lrm: 0.47 | dt: 203ms | tok/sec: 645,569 | mfu: 18.1% | epoch: 1 | remaining: 105s    
step 00951 (64.9%) | loss: 3.072090 | lrm: 0.47 | dt: 207ms | tok/sec: 634,471 | mfu: 17.8% | epoch: 1 | remaining: 105s    
step 00952 (64.9%) | loss: 3.078798 | lrm: 0.47 | dt: 222ms | tok/sec: 591,179 | mfu: 16.5% | epoch: 1 | remaining: 105s    
step 00953 (65.0%) | loss: 3.074784 | lrm: 0.47 | dt: 218ms | tok/sec: 602,264 | mfu: 16.8% | epoch: 1 | remaining: 105s    
step 00954 (65.1%) | loss: 3.079282 | lrm: 0.47 | dt: 221ms | tok/sec: 593,572 | mfu: 16.6% | epoch: 1 | remaining: 105s    
step 00955 (65.2%) | loss: 3.077342 | lrm: 0.46 | dt: 218ms | tok/sec: 600,933 | mfu: 16.8% | epoch: 1 | remaining: 104s    
step 00956 (65.2%) | loss: 3.076845 | lrm: 0.46 | dt: 214ms | tok/sec: 612,044 | mfu: 17.1% | epoch: 1 | remaining: 104s    
step 00957 (65.3%) | loss: 3.083890 | lrm: 0.46 | dt: 217ms | tok/sec: 604,141 | mfu: 16.9% | epoch: 1 | remaining: 104s    
step 00958 (65.4%) | loss: 3.076703 | lrm: 0.46 | dt: 219ms | tok/sec: 599,605 | mfu: 16.8% | epoch: 1 | remaining: 104s    
step 00959 (65.5%) | loss: 3.079481 | lrm: 0.46 | dt: 217ms | tok/sec: 605,397 | mfu: 16.9% | epoch: 1 | remaining: 103s    
step 00960 (65.5%) | loss: 3.077918 | lrm: 0.46 | dt: 215ms | tok/sec: 609,843 | mfu: 17.1% | epoch: 1 | remaining: 103s    
step 00961 (65.6%) | loss: 3.070118 | lrm: 0.46 | dt: 214ms | tok/sec: 612,320 | mfu: 17.1% | epoch: 1 | remaining: 103s    
step 00962 (65.7%) | loss: 3.066596 | lrm: 0.46 | dt: 214ms | tok/sec: 611,587 | mfu: 17.1% | epoch: 1 | remaining: 103s    
step 00963 (65.7%) | loss: 3.061211 | lrm: 0.46 | dt: 209ms | tok/sec: 626,780 | mfu: 17.5% | epoch: 1 | remaining: 103s    
step 00964 (65.8%) | loss: 3.055518 | lrm: 0.46 | dt: 204ms | tok/sec: 642,427 | mfu: 18.0% | epoch: 1 | remaining: 102s    
step 00965 (65.9%) | loss: 3.047645 | lrm: 0.45 | dt: 203ms | tok/sec: 644,663 | mfu: 18.0% | epoch: 1 | remaining: 102s    
step 00966 (65.9%) | loss: 3.047513 | lrm: 0.45 | dt: 205ms | tok/sec: 638,840 | mfu: 17.9% | epoch: 1 | remaining: 102s    
step 00967 (66.0%) | loss: 3.051528 | lrm: 0.45 | dt: 204ms | tok/sec: 643,004 | mfu: 18.0% | epoch: 1 | remaining: 102s    
step 00968 (66.1%) | loss: 3.052814 | lrm: 0.45 | dt: 204ms | tok/sec: 643,337 | mfu: 18.0% | epoch: 1 | remaining: 102s    
step 00969 (66.1%) | loss: 3.049107 | lrm: 0.45 | dt: 206ms | tok/sec: 637,298 | mfu: 17.8% | epoch: 1 | remaining: 101s    
step 00970 (66.2%) | loss: 3.054550 | lrm: 0.45 | dt: 202ms | tok/sec: 649,422 | mfu: 18.2% | epoch: 1 | remaining: 101s    
step 00971 (66.3%) | loss: 3.055931 | lrm: 0.45 | dt: 204ms | tok/sec: 642,083 | mfu: 18.0% | epoch: 1 | remaining: 101s    
step 00972 (66.4%) | loss: 3.059384 | lrm: 0.45 | dt: 206ms | tok/sec: 637,283 | mfu: 17.8% | epoch: 1 | remaining: 101s    
step 00973 (66.4%) | loss: 3.063122 | lrm: 0.45 | dt: 205ms | tok/sec: 639,990 | mfu: 17.9% | epoch: 1 | remaining: 101s    
step 00974 (66.5%) | loss: 3.066369 | lrm: 0.45 | dt: 203ms | tok/sec: 645,017 | mfu: 18.0% | epoch: 1 | remaining: 100s    
step 00975 (66.6%) | loss: 3.063439 | lrm: 0.45 | dt: 210ms | tok/sec: 624,492 | mfu: 17.5% | epoch: 1 | remaining: 100s    
step 00976 (66.6%) | loss: 3.067942 | lrm: 0.44 | dt: 219ms | tok/sec: 598,770 | mfu: 16.8% | epoch: 1 | remaining: 100s    
step 00977 (66.7%) | loss: 3.069672 | lrm: 0.44 | dt: 219ms | tok/sec: 598,449 | mfu: 16.7% | epoch: 1 | remaining: 100s    
step 00978 (66.8%) | loss: 3.070821 | lrm: 0.44 | dt: 218ms | tok/sec: 601,915 | mfu: 16.8% | epoch: 1 | remaining: 99s    
step 00979 (66.8%) | loss: 3.068980 | lrm: 0.44 | dt: 217ms | tok/sec: 602,814 | mfu: 16.9% | epoch: 1 | remaining: 99s    
step 00980 (66.9%) | loss: 3.074776 | lrm: 0.44 | dt: 214ms | tok/sec: 612,205 | mfu: 17.1% | epoch: 1 | remaining: 99s    
step 00981 (67.0%) | loss: 3.070362 | lrm: 0.44 | dt: 218ms | tok/sec: 602,049 | mfu: 16.8% | epoch: 1 | remaining: 99s    
step 00982 (67.1%) | loss: 3.065903 | lrm: 0.44 | dt: 217ms | tok/sec: 604,096 | mfu: 16.9% | epoch: 1 | remaining: 99s    
step 00983 (67.1%) | loss: 3.056393 | lrm: 0.44 | dt: 215ms | tok/sec: 608,373 | mfu: 17.0% | epoch: 1 | remaining: 98s    
step 00984 (67.2%) | loss: 3.056056 | lrm: 0.44 | dt: 215ms | tok/sec: 608,703 | mfu: 17.0% | epoch: 1 | remaining: 98s    
step 00985 (67.3%) | loss: 3.050258 | lrm: 0.44 | dt: 216ms | tok/sec: 607,011 | mfu: 17.0% | epoch: 1 | remaining: 98s    
step 00986 (67.4%) | loss: 3.044736 | lrm: 0.44 | dt: 216ms | tok/sec: 608,064 | mfu: 17.0% | epoch: 1 | remaining: 98s    
step 00987 (67.4%) | loss: 3.045028 | lrm: 0.43 | dt: 206ms | tok/sec: 637,731 | mfu: 17.8% | epoch: 1 | remaining: 98s    
step 00988 (67.5%) | loss: 3.052813 | lrm: 0.43 | dt: 215ms | tok/sec: 610,813 | mfu: 17.1% | epoch: 1 | remaining: 97s    
step 00989 (67.6%) | loss: 3.053774 | lrm: 0.43 | dt: 214ms | tok/sec: 612,696 | mfu: 17.1% | epoch: 1 | remaining: 97s    
step 00990 (67.6%) | loss: 3.047778 | lrm: 0.43 | dt: 205ms | tok/sec: 640,833 | mfu: 17.9% | epoch: 1 | remaining: 97s    
step 00991 (67.7%) | loss: 3.038630 | lrm: 0.43 | dt: 203ms | tok/sec: 644,711 | mfu: 18.0% | epoch: 1 | remaining: 97s    
step 00992 (67.8%) | loss: 3.036367 | lrm: 0.43 | dt: 204ms | tok/sec: 643,295 | mfu: 18.0% | epoch: 1 | remaining: 96s    
step 00993 (67.8%) | loss: 3.038355 | lrm: 0.43 | dt: 204ms | tok/sec: 643,483 | mfu: 18.0% | epoch: 1 | remaining: 96s    
step 00994 (67.9%) | loss: 3.041444 | lrm: 0.43 | dt: 204ms | tok/sec: 643,699 | mfu: 18.0% | epoch: 1 | remaining: 96s    
step 00995 (68.0%) | loss: 3.044090 | lrm: 0.43 | dt: 204ms | tok/sec: 643,077 | mfu: 18.0% | epoch: 1 | remaining: 96s    
step 00996 (68.0%) | loss: 3.046776 | lrm: 0.43 | dt: 203ms | tok/sec: 645,984 | mfu: 18.1% | epoch: 1 | remaining: 96s    
step 00997 (68.1%) | loss: 3.050611 | lrm: 0.43 | dt: 203ms | tok/sec: 645,659 | mfu: 18.1% | epoch: 1 | remaining: 95s    
step 00998 (68.2%) | loss: 3.048903 | lrm: 0.42 | dt: 205ms | tok/sec: 639,060 | mfu: 17.9% | epoch: 1 | remaining: 95s    
step 00999 (68.2%) | loss: 3.053193 | lrm: 0.42 | dt: 221ms | tok/sec: 592,742 | mfu: 16.6% | epoch: 1 | remaining: 95s    
step 01000 (68.3%) | loss: 3.044188 | lrm: 0.42 | dt: 224ms | tok/sec: 583,995 | mfu: 16.3% | epoch: 1 | remaining: 95s    
step 01001 (68.4%) | loss: 3.042276 | lrm: 0.42 | dt: 225ms | tok/sec: 583,219 | mfu: 16.3% | epoch: 1 | remaining: 95s    
step 01002 (68.5%) | loss: 3.043317 | lrm: 0.42 | dt: 228ms | tok/sec: 574,870 | mfu: 16.1% | epoch: 1 | remaining: 94s    
step 01003 (68.5%) | loss: 3.045523 | lrm: 0.42 | dt: 229ms | tok/sec: 572,388 | mfu: 16.0% | epoch: 1 | remaining: 94s    
step 01004 (68.6%) | loss: 3.045866 | lrm: 0.42 | dt: 227ms | tok/sec: 578,560 | mfu: 16.2% | epoch: 1 | remaining: 94s    
step 01005 (68.7%) | loss: 3.043224 | lrm: 0.42 | dt: 224ms | tok/sec: 585,137 | mfu: 16.4% | epoch: 1 | remaining: 94s    
step 01006 (68.8%) | loss: 3.047336 | lrm: 0.42 | dt: 218ms | tok/sec: 600,223 | mfu: 16.8% | epoch: 1 | remaining: 93s    
step 01007 (68.8%) | loss: 3.050231 | lrm: 0.42 | dt: 219ms | tok/sec: 597,560 | mfu: 16.7% | epoch: 1 | remaining: 93s    
step 01008 (68.9%) | loss: 3.048679 | lrm: 0.41 | dt: 216ms | tok/sec: 606,590 | mfu: 17.0% | epoch: 1 | remaining: 93s    
step 01009 (69.0%) | loss: 3.048769 | lrm: 0.41 | dt: 218ms | tok/sec: 602,583 | mfu: 16.9% | epoch: 1 | remaining: 93s    
step 01010 (69.1%) | loss: 3.051812 | lrm: 0.41 | dt: 210ms | tok/sec: 625,606 | mfu: 17.5% | epoch: 1 | remaining: 93s    
step 01011 (69.1%) | loss: 3.053658 | lrm: 0.41 | dt: 202ms | tok/sec: 648,850 | mfu: 18.2% | epoch: 1 | remaining: 92s    
step 01012 (69.2%) | loss: 3.057556 | lrm: 0.41 | dt: 202ms | tok/sec: 647,463 | mfu: 18.1% | epoch: 1 | remaining: 92s    
step 01013 (69.3%) | loss: 3.049703 | lrm: 0.41 | dt: 204ms | tok/sec: 642,953 | mfu: 18.0% | epoch: 1 | remaining: 92s    
step 01014 (69.3%) | loss: 3.058620 | lrm: 0.41 | dt: 202ms | tok/sec: 647,578 | mfu: 18.1% | epoch: 1 | remaining: 92s    
step 01015 (69.4%) | loss: 3.055419 | lrm: 0.41 | dt: 202ms | tok/sec: 649,234 | mfu: 18.2% | epoch: 1 | remaining: 92s    
step 01016 (69.5%) | loss: 3.048331 | lrm: 0.41 | dt: 210ms | tok/sec: 625,623 | mfu: 17.5% | epoch: 1 | remaining: 91s    
step 01017 (69.5%) | loss: 3.035905 | lrm: 0.41 | dt: 207ms | tok/sec: 634,679 | mfu: 17.8% | epoch: 1 | remaining: 91s    
step 01018 (69.6%) | loss: 3.039996 | lrm: 0.41 | dt: 209ms | tok/sec: 627,863 | mfu: 17.6% | epoch: 1 | remaining: 91s    
step 01019 (69.7%) | loss: 3.046587 | lrm: 0.40 | dt: 206ms | tok/sec: 637,407 | mfu: 17.8% | epoch: 1 | remaining: 91s    
step 01020 (69.7%) | loss: 3.037880 | lrm: 0.40 | dt: 203ms | tok/sec: 644,341 | mfu: 18.0% | epoch: 1 | remaining: 91s    
step 01021 (69.8%) | loss: 3.040013 | lrm: 0.40 | dt: 202ms | tok/sec: 648,850 | mfu: 18.2% | epoch: 1 | remaining: 90s    
step 01022 (69.9%) | loss: 3.043698 | lrm: 0.40 | dt: 208ms | tok/sec: 628,809 | mfu: 17.6% | epoch: 1 | remaining: 90s    
step 01023 (70.0%) | loss: 3.042424 | lrm: 0.40 | dt: 217ms | tok/sec: 605,174 | mfu: 16.9% | epoch: 1 | remaining: 90s    
step 01024 (70.0%) | loss: 3.038213 | lrm: 0.40 | dt: 217ms | tok/sec: 604,509 | mfu: 16.9% | epoch: 1 | remaining: 90s    
step 01025 (70.1%) | loss: 3.040463 | lrm: 0.40 | dt: 217ms | tok/sec: 603,478 | mfu: 16.9% | epoch: 1 | remaining: 89s    
step 01026 (70.2%) | loss: 3.034828 | lrm: 0.40 | dt: 216ms | tok/sec: 606,651 | mfu: 17.0% | epoch: 1 | remaining: 89s    
step 01027 (70.2%) | loss: 3.033845 | lrm: 0.40 | dt: 213ms | tok/sec: 614,852 | mfu: 17.2% | epoch: 1 | remaining: 89s    
step 01028 (70.3%) | loss: 3.036276 | lrm: 0.40 | dt: 216ms | tok/sec: 607,395 | mfu: 17.0% | epoch: 1 | remaining: 89s    
step 01029 (70.4%) | loss: 3.027527 | lrm: 0.39 | dt: 215ms | tok/sec: 610,679 | mfu: 17.1% | epoch: 1 | remaining: 89s    
step 01030 (70.5%) | loss: 3.025975 | lrm: 0.39 | dt: 213ms | tok/sec: 614,922 | mfu: 17.2% | epoch: 1 | remaining: 88s    
step 01031 (70.5%) | loss: 3.033853 | lrm: 0.39 | dt: 212ms | tok/sec: 617,722 | mfu: 17.3% | epoch: 1 | remaining: 88s    
step 01032 (70.6%) | loss: 3.030329 | lrm: 0.39 | dt: 214ms | tok/sec: 611,485 | mfu: 17.1% | epoch: 1 | remaining: 88s    
step 01033 (70.7%) | loss: 3.034209 | lrm: 0.39 | dt: 213ms | tok/sec: 614,044 | mfu: 17.2% | epoch: 1 | remaining: 88s    
step 01034 (70.7%) | loss: 3.031699 | lrm: 0.39 | dt: 206ms | tok/sec: 635,362 | mfu: 17.8% | epoch: 1 | remaining: 88s    
step 01035 (70.8%) | loss: 3.025490 | lrm: 0.39 | dt: 202ms | tok/sec: 649,346 | mfu: 18.2% | epoch: 1 | remaining: 87s    
step 01036 (70.9%) | loss: 3.026449 | lrm: 0.39 | dt: 203ms | tok/sec: 647,002 | mfu: 18.1% | epoch: 1 | remaining: 87s    
step 01037 (70.9%) | loss: 3.032218 | lrm: 0.39 | dt: 203ms | tok/sec: 646,496 | mfu: 18.1% | epoch: 1 | remaining: 87s    
step 01038 (71.0%) | loss: 3.033400 | lrm: 0.39 | dt: 203ms | tok/sec: 645,449 | mfu: 18.1% | epoch: 1 | remaining: 87s    
step 01039 (71.1%) | loss: 3.034486 | lrm: 0.39 | dt: 204ms | tok/sec: 642,911 | mfu: 18.0% | epoch: 1 | remaining: 87s    
step 01040 (71.1%) | loss: 3.038213 | lrm: 0.38 | dt: 203ms | tok/sec: 645,915 | mfu: 18.1% | epoch: 1 | remaining: 86s    
step 01041 (71.2%) | loss: 3.036372 | lrm: 0.38 | dt: 203ms | tok/sec: 646,290 | mfu: 18.1% | epoch: 1 | remaining: 86s    
step 01042 (71.3%) | loss: 3.038666 | lrm: 0.38 | dt: 204ms | tok/sec: 642,515 | mfu: 18.0% | epoch: 1 | remaining: 86s    
step 01043 (71.3%) | loss: 3.034710 | lrm: 0.38 | dt: 203ms | tok/sec: 646,781 | mfu: 18.1% | epoch: 1 | remaining: 86s    
step 01044 (71.4%) | loss: 3.037486 | lrm: 0.38 | dt: 202ms | tok/sec: 650,236 | mfu: 18.2% | epoch: 1 | remaining: 86s    
step 01045 (71.5%) | loss: 3.032121 | lrm: 0.38 | dt: 204ms | tok/sec: 643,601 | mfu: 18.0% | epoch: 1 | remaining: 85s    
step 01046 (71.6%) | loss: 3.033439 | lrm: 0.38 | dt: 209ms | tok/sec: 626,195 | mfu: 17.5% | epoch: 1 | remaining: 85s    
step 01047 (71.6%) | loss: 3.028751 | lrm: 0.38 | dt: 217ms | tok/sec: 603,550 | mfu: 16.9% | epoch: 1 | remaining: 85s    
step 01048 (71.7%) | loss: 3.031025 | lrm: 0.38 | dt: 217ms | tok/sec: 602,976 | mfu: 16.9% | epoch: 1 | remaining: 85s    
step 01049 (71.8%) | loss: 3.034921 | lrm: 0.38 | dt: 216ms | tok/sec: 607,311 | mfu: 17.0% | epoch: 1 | remaining: 84s    
step 01050 (71.8%) | loss: 3.033106 | lrm: 0.38 | dt: 216ms | tok/sec: 607,318 | mfu: 17.0% | epoch: 1 | remaining: 84s    
step 01051 (71.9%) | loss: 3.037449 | lrm: 0.37 | dt: 214ms | tok/sec: 612,076 | mfu: 17.1% | epoch: 1 | remaining: 84s    
step 01052 (72.0%) | loss: 3.030790 | lrm: 0.37 | dt: 216ms | tok/sec: 607,511 | mfu: 17.0% | epoch: 1 | remaining: 84s    
step 01053 (72.1%) | loss: 3.030984 | lrm: 0.37 | dt: 215ms | tok/sec: 609,371 | mfu: 17.0% | epoch: 1 | remaining: 84s    
step 01054 (72.1%) | loss: 3.025347 | lrm: 0.37 | dt: 214ms | tok/sec: 612,070 | mfu: 17.1% | epoch: 1 | remaining: 83s    
step 01055 (72.2%) | loss: 3.031497 | lrm: 0.37 | dt: 212ms | tok/sec: 617,488 | mfu: 17.3% | epoch: 1 | remaining: 83s    
step 01056 (72.3%) | loss: 3.031344 | lrm: 0.37 | dt: 214ms | tok/sec: 613,327 | mfu: 17.2% | epoch: 1 | remaining: 83s    
step 01057 (72.3%) | loss: 3.026216 | lrm: 0.37 | dt: 214ms | tok/sec: 613,696 | mfu: 17.2% | epoch: 1 | remaining: 83s    
step 01058 (72.4%) | loss: 3.026023 | lrm: 0.37 | dt: 206ms | tok/sec: 636,188 | mfu: 17.8% | epoch: 1 | remaining: 83s    
step 01059 (72.5%) | loss: 3.029663 | lrm: 0.37 | dt: 203ms | tok/sec: 645,882 | mfu: 18.1% | epoch: 1 | remaining: 82s    
step 01060 (72.5%) | loss: 3.034738 | lrm: 0.37 | dt: 203ms | tok/sec: 646,703 | mfu: 18.1% | epoch: 1 | remaining: 82s    
step 01061 (72.6%) | loss: 3.024840 | lrm: 0.37 | dt: 203ms | tok/sec: 645,512 | mfu: 18.1% | epoch: 1 | remaining: 82s    
step 01062 (72.7%) | loss: 3.024024 | lrm: 0.36 | dt: 202ms | tok/sec: 648,978 | mfu: 18.2% | epoch: 1 | remaining: 82s    
step 01063 (72.7%) | loss: 3.024110 | lrm: 0.36 | dt: 203ms | tok/sec: 646,479 | mfu: 18.1% | epoch: 1 | remaining: 82s    
step 01064 (72.8%) | loss: 3.017091 | lrm: 0.36 | dt: 203ms | tok/sec: 645,883 | mfu: 18.1% | epoch: 1 | remaining: 81s    
step 01065 (72.9%) | loss: 3.025086 | lrm: 0.36 | dt: 203ms | tok/sec: 645,325 | mfu: 18.1% | epoch: 1 | remaining: 81s    
step 01066 (73.0%) | loss: 3.022341 | lrm: 0.36 | dt: 203ms | tok/sec: 645,173 | mfu: 18.0% | epoch: 1 | remaining: 81s    
step 01067 (73.0%) | loss: 3.018349 | lrm: 0.36 | dt: 203ms | tok/sec: 646,357 | mfu: 18.1% | epoch: 1 | remaining: 81s    
step 01068 (73.1%) | loss: 3.020254 | lrm: 0.36 | dt: 203ms | tok/sec: 646,242 | mfu: 18.1% | epoch: 1 | remaining: 81s    
step 01069 (73.2%) | loss: 3.014972 | lrm: 0.36 | dt: 203ms | tok/sec: 644,166 | mfu: 18.0% | epoch: 1 | remaining: 80s    
step 01070 (73.2%) | loss: 3.018157 | lrm: 0.36 | dt: 208ms | tok/sec: 631,402 | mfu: 17.7% | epoch: 1 | remaining: 80s    
step 01071 (73.3%) | loss: 3.011906 | lrm: 0.36 | dt: 216ms | tok/sec: 606,108 | mfu: 17.0% | epoch: 1 | remaining: 80s    
step 01072 (73.4%) | loss: 3.012632 | lrm: 0.36 | dt: 217ms | tok/sec: 603,770 | mfu: 16.9% | epoch: 1 | remaining: 80s    
step 01073 (73.4%) | loss: 3.004118 | lrm: 0.35 | dt: 216ms | tok/sec: 605,431 | mfu: 16.9% | epoch: 1 | remaining: 79s    
step 01074 (73.5%) | loss: 3.001505 | lrm: 0.35 | dt: 215ms | tok/sec: 608,943 | mfu: 17.0% | epoch: 1 | remaining: 79s    
step 01075 (73.6%) | loss: 3.008655 | lrm: 0.35 | dt: 214ms | tok/sec: 612,337 | mfu: 17.1% | epoch: 1 | remaining: 79s    
step 01076 (73.7%) | loss: 3.013273 | lrm: 0.35 | dt: 215ms | tok/sec: 608,322 | mfu: 17.0% | epoch: 1 | remaining: 79s    
step 01077 (73.7%) | loss: 3.015714 | lrm: 0.35 | dt: 214ms | tok/sec: 611,698 | mfu: 17.1% | epoch: 1 | remaining: 79s    
step 01078 (73.8%) | loss: 3.016234 | lrm: 0.35 | dt: 212ms | tok/sec: 617,479 | mfu: 17.3% | epoch: 1 | remaining: 78s    
